name,company,city,salary,exp,edu,details
C++开发工程师,天听,广州,15-27K,5-10年,本科,"必需要求：                                                                                                                                                                                                                         
1.本科或研究生以上计算机IT或相关专业, C/C++经验丰富;
2. 4年网络编程与优化背景，通信行业背景优先考虑；
3.熟悉UNIX / Linux环境，unix环境下的网络及多线程编程经验；                                                                                                                                             4. 网络协议熟悉：TCP/IP,HTTP,SOAP/Web Service；
5. 熟悉OOA/OOD知识，有UML及设计模式方面的经验；
6. 良好的团队合作精神,并有很强的意愿来支持团队成员，英语阅读及书写良好；                                                                                                                    优选要求：                                                                                                                                                                                                              
熟悉网络过滤器，iptables跟linux内核的优先考虑,在Gateway产品及支付系统方面有丰富经验.
                            "
c++开发工程师,暗沙游戏,广州,10-15K·13薪,经验不限,本科,"1、 负责游戏功能系统的服务端开发工作；
2、 协助系统架构师对服务器程序进行架构分析和软件设计，并完成相应的文档；
3、 主动跟进与处理所负责模块的bug；
4、 按时完成上级主管交予的各项任务；
5、 不断学习与研究最新的技术。
任职要求：
1、本科或以上学历，1年以上实际使用C/C++经验；
2、 熟悉常用的数据库编程，熟悉MYSQL佳；
3、熟悉各种算法和数据结构
                            "
C/C++开发,信雅达软件,广州,13-18K,3-5年,本科,"岗位职责：（广州银行 人力合作岗位，无需出差，长期定点广州银行上班，即林和西地铁站附近）
1.协助支付系统需求开发
2.协助其他项目调用支付系统接口调试
任职条件：
1、统招本科毕业三年以上，定位中级开发，计算机相关专业；
2、C/C++技术扎实，熟悉SQL；
3、沟通能力强、有责任心、有团队合作精神、工作积极主动；
公司福利：
1、五险（包括养老、医疗、工伤、失业、生育）一金（住房公积金），入职即购买；
2、国家法定节假日与5天带薪年休假；
3、有竞争力的薪酬及福利；
4、完善的培训及晋升机制；
5、其他福利：双休+员工生日礼物+免费员工体检+新婚礼金+宝宝礼金+丧假抚慰金等。  加班强度不大，可调休或者兑换加班费
                            "
C++（道路系统方向）,招商华软,广州,10-15K,1-3年,本科,"岗位描述: 
1.本岗位主要负责通讯程序及数据库的开发工作；
2.专业网络编程开发岗，主通用程序和组件开发，通过参与相关工作全面提升您的软件设计水平和编程质量。
岗位工作内容：
1.对现有的数据上传、文件下载、库对库数据传输等相关通讯程序进行持续性维护；
2.参与研发跨平台通讯程序等通用程序和组件的开发，全面提升您的软件开发能力；
3.参与实际的项目工作，开发项目所需要的通讯程序，全面提升您的开发经验。
岗位要求：
1.本科以上学历，通信、计算机等相关专业；本岗位同时接受2019届优秀应届毕业生（C++基础扎实，无专业课挂科，获得研究生免试推荐者优先，在校有实际作品者优先）；
?熟悉C++编程；
?对面向对象编程有较深刻的了解；
?有使用设计模式的经验；
?熟悉多线程技术，并发技术；
?熟练主流数据库使用(Redies,Sqlite,MySQL,MSSQL)；
?掌握基本网络编程知识(socket,TCP/IP,HTTP等)；
?具备基本的文档编写能力（流程图，UML图，时序图等）；
?熟练使用各种主流开发工具（Qt，BCB，VS）
?掌握一门脚本语言，如Python。
补充：
乐观上进，性格开朗，认真负责，善于逻辑分析和归纳总结，表达能力强，有钻研精神。
                            "
C++开发工程师,玖的数码,广州,10-15K,3-5年,大专,"工作职责:
1、参与公司游戏平台开发；
2、负责各种硬件设备对接游戏平台开发；
3、负责平台底层部分通讯模块开发。
任职资格:
1、计算机、通讯、电子等相关专业，大专以上学历，两年以上VC/C++开发经验；
2、精通windows程序设计、Socket通信开发，熟悉多线程开发、异步编程；
3、熟悉网络通信安全设计和开发，熟悉HTTP/SSL协议，熟悉RESTful API/JSON；
4、熟练使用sqlite/Mysql/Oracle等数据库；
5、良好的代码编写规范，良好的沟通理解能力，高度的责任心，能承受工作压力；
6、有游戏平台开发经验或设备通信开发经验者优先考虑。
                            "
c++开发工程师,游雁游戏,广州,10-15K,1-3年,大专,"岗位职责
1、参与游戏产品服务端主要功能开发；
2、处理服务器端线上事故，解决技术问题；
3、完善、优化代码；
岗位要求
1、2年及以上程序经验，1年以上游戏服务端开发经验；
2、参与开发过1款及以上网络游戏；
3、熟练掌握Java、C++、C#或其他主流编程语言之一；
4、熟悉Linux系统，熟悉Socket网络编程，熟悉多线程环境编程；
职位诱惑：
发展空间,自主工作,千万级流水,包三餐
                            "
C++软件工程师,视源股份(CVTE),广州,12-22K,经验不限,本科,"工作职责：
1.根据产品需求，完成MAXHUB高效会议平台桌面客户端软件的原型、概要和详细设计；?
2.参与项目客户端的全过程开发及自测，保证代码质量；
?3.负责项目客户端与其它关联软件的接口设计和维护及项目客户端技术难点的预研和突破；
?4.负责现有产品架构优化，在团队内开展技术传播，提升团队成员技术能力；
任职资格：
1.本科及以上学历，2年以上工作经验，有多媒体/音视频应用开发经验者优先；
?2.熟练掌握C/C++开发，对多进程多线程及网络编程有较深刻的理解；有扎实的软件基础和全面的知识结构；?
3.对QT框架熟悉，熟悉互联网常用开源组件的使用；
?4.具有良好的沟通协作和学习能力，关注软件设计，喜欢挑战技术难题；
薪资面议！
                            "
c++ 主程,艾克斯曼,广州,16-20K,3-5年,本科,"岗位职责:
1. 完善技术架构，能带领团队根据业务需求完成核心架构以及业务需求的开发设计
2. 按时按质完成上级安排的任务；
3. 精益求精地开发稳定、高效的代码；
4. 参与代码走查，把控团队的开发质量。
任职要求：
1. Linux下5年或5年以上C/C++开发经验；熟悉python,stl，熟悉常用数据结构和算法
2. 熟悉高性能高并发分布式游戏服务架构设计，了解负载均衡
3. 熟悉thrift，rpc，memcached/redis等常用互联网技术
4. 至少熟悉一门脚本语言（shell/python/lua）；
5. 有良好的团队合作精神和沟通能力，热爱游戏
6. 熟悉网络编程和mySQL数据库编程
7. 大学本科以上学历，985/211学校优先
                            "
C++中高级工程师,德生科技,广州,10-15K,1-3年,本科,"岗位职责：
1、各省地市接口支持与开发；
2、旧项目维护与开发（尤其是推广新款读写器，各地接口都需开发兼容）；
3、基础项目研发。
任职要求：
1、计算机、软件工程等相关专业，本科及以上学历，2年以上相关工作经验；
2、或者是硕士应届毕业生（计算机或数学专业）；
3、扎实的C++编程基础，良好的代码可读性；
4、熟悉Windows编程，可独立完成功能模块的设计与开发；
5、具有良好的沟通、理解和逻辑分析能力，思维敏捷、学习能力强，有责任心。
                            "
C++开发工程师,虎牙直播,广州,25-50K,经验不限,学历不限,"职位描述
 
 直播平台基础服务开发
 
 
 
 任职要求
 
 1、计算机相关专业，本科及以上学历； 
 
 2、精通C/C++语言，精通多线程编程、网络编程； 
 
 3、了解微服务分布式开发理念，并能独立设计并实现高并发、高可用的大型后台应用的能力
 
 4、熟练应用成熟的分布式缓存、分布式存储技术方，mysql和redis等
 
 5、熟悉服务器网络环境，了解智能域名解析、CDN、多层负载均衡等网络技术者优先考虑； 
 
 6、积极主动，能承受压力，良好的团队意识，易于沟通，工作仔细，责任心强； 
 
 7、有大型互联网平台开发经历优先。
                            "
C++服务器主程,金科文化,广州,20-35K,5-10年,大专,"职责描述：
1、负责实现游戏服务器端总体设计，实现关键框架代码。
2、负责服务器端架构设计、模块划分。
3、主导制定和指导执行服务器端开发流程和标准，对服务器端开发质量负责。
4、协调与客户端、策划、公司其他技术支持部门之间的关系。
5、负责组织攻关技术难题，研究及优化游戏和架构的方法。
6、负责对程序员分配工作，审核代码，完成相关的技术文档编写。带领程序员团队完成工作任务。
7、负责制定开发工作计划，进行风险控制。
任职要求：
1、至少5年以上游戏服务端开发经验，至少有一个原创项目的服务端主程经验，并已上线验证。
2、编程基本功扎实，对算法与数据结构有深入的了解。
3、对C++编程有深入的理解，对代码质量有较高的要求。
4、学习能力强，具备独立思考的意识，对技术点有独到的见解。
5、精通常见的通信协议原理，熟练运用主流的数据库。
6、优秀的团队沟通协调能力，具备出色的学习能力、细致谨慎的处事作风、积极向上的工作态度及齐心协力的团队精神。
7、推动力及抗压能力极强，能够适应高强度的工作，有足够的耐心、细心及恒心展开精益求精的优化工作。
                            "
C++服务端开发工程师,游雁游戏,广州,8-10K,1年以内,大专,"职位描述：
1.使用C++、Lua开发游戏逻辑功能，以服务端开发为主 
2.能与策划有效沟通，理解策划需求文档，完成相应的系统功能开发
3、主动跟进负责模块的代码质量，优化BUG。
4、 参与各底层通信、数据、基础流程框架的开发；
职位要求： 
1、 热爱网络游戏，有相关的项目经验；
2、熟悉c++、linux，lua ，有C++开发经验；
3、熟悉常用算法和数据结构，良好的编程习惯和逻辑思维能力；
4、热爱手游开发，勤奋好学，认真负责，能承受一定的工作压力，且具有较强的团队合作精神。
                            "
C++,广州天脉,广州,3-6K,1年以内,学历不限,"会c,c++,熟悉vs2010,vs2015。
熟悉opencv者优先。
                            "
高级后端开发工程师（C++）,中国电信云,广州,20-40K,5-10年,本科,"岗位职责：
1、从事电信IT核心平台和支撑系统核心应用的研发工作；
2、完成指定系统或子系统的技术设计工作；
3、完成指定任务的文档编写工作；
4、协调和组织团队成员完成开发工作；
5、辅导和培训团队，提升团队成员的专业技能。
岗位任职资格：
1. 本科及以上学历，计算机、通信等相关专业；
2、5年以上工作经验，3年以上相关工作经验；
3、 有Linux系统开发经验，熟悉C/C++/Go等一种开发语言，有丰富的高并发场景经验；
4、 熟悉TCP/IP协议，熟悉HTTP协议；
5、 熟悉开源HTTP/Cache服务器（如TrafficServer、Squid、Varnish、Nginx、Lighttpd等），有分析其代码实现或模块编写经验者优先；
6、 熟悉流媒体协议的格式和原理者优先；
7、 熟悉运营商网络架构者优先；
8、 开源爱好者，Github有知名项目者优先。
                            "
C++软件开发工程师,极点三维,广州,10-20K,应届生,本科,"岗位职责：
三维应用平台的开发工作
任职资格：
1、本科、硕士学历，计算机、通信、电子、自动化、数学等相关专业；
2、C++开发经验，习惯使用面向对象方式编写代码，能按功能需求编写独立的模块；
3、数学功底强，对算法有研究，能独立完成算法到代码的实现；
4、了解图形图象算法, 几何方程建模等；
5、对图形算法、OpenGL、U3D、WebGL有认识和研究的；
6、有志向从事三维开发工作的。
                            "
C++开发工程师,网易游戏,广州,15-22K,经验不限,本科,"职位职责：
1、负责客户端模块的设计和开发；
2、负责客户端框架的优化与扩展；
3、负责客户端SDK的开发。 
职位要求： 
1、熟悉C++，有逆向经验优先；
2、熟悉Windows或移动端环境编程；
3、熟悉Qt为佳；
4、熟悉Linux环境为佳；
5、善于沟通，要有团队合作精神；
6、能承受一定强度的工作压力，对工作有热情、负责。
                            "
c++服务端,优视电子,广州,4-8K,1-3年,学历不限,"招 C++棋牌服务端程序员:  
职位要求：
有网狐棋牌游戏开发经验者优先 
1.1年以上工作经验,,有棋牌游戏服务端开发经验优先考虑；
2.熟练运用C++进行程序设计；
3.熟悉win32 SDK、GDI，掌握MFC、或WTL；
4.有从事过网络棋牌程序设计、HGE引擎或其它2D游戏引擎编程者优先
也招C++服务端实习生，
5.工作时间：
     8小时：早上9点-12点半，下午2点-晚上7点（5点-5点半茶休半小时）
     星期天休息：（要双休的请绕行）
                            "
C++软件开发工程师,宏光软件,广州,9-13K,1-3年,本科,"工作部门：开发部
岗位职责：
1、负责集群产品设计及开发，解决核心技术问题；
2、参与产品详细设计，并完成核心代码编写；
3、参与产品的业务流程及需求分析；
4.负责维护和完善软件现有功能代码，以及新功能的开发。
岗位要求：
1、 全日制本科以上学历，2年以上工作经验。
2、精通c++语言的编程。
6、有较强的学习能力、逻辑思维能力、沟通协调能力；
7、具备较好的抗压能力、较强的敬业精神和责任心、良好的团队合作意识。（实行“五天工作制）
公司地址：广州市越秀区寺右新马路五羊新城广场1113室
                            "
C++开发工程师,尚趣网络,广州,9-15K·13薪,1-3年,大专,"岗位职责：
1、项目功能开发，支持日常运行和维护；
2、数据库的设计与维护；
3、参与对系统的性能和可靠性进行调优，优化系统、框架、游戏算法设计。 
岗位要求：
1、计算机相关专业，大专及以上学历（2019届优秀毕业生亦可）；
2、1年及以上C/C++程序开发经验；
3、熟悉c++、linux，有lua使用经验者优先；
4、熟悉Mysql等数据库，熟悉SQL语言开发；
5、熟悉常用算法和数据结构，良好的编程习惯和逻辑思维能力；
6、热爱手游开发，勤奋好学，认真负责，能承受一定的工作压力，且具有较强的团队合作精神。
                            "
C++开发工程师,视源股份(CVTE),广州,15-30K,3-5年,本科,"C++开发工程师	
岗位职责
1. 负责教育产品设计与开发
2. 负责服务器/客户端功能开发
3. 参与相关产品需求讨论、架构设计、功能开发及后期优化工作
4. 负责现有产品架构优化
岗位要求
1. 精通C/C++/GoLang开发，对多进程多线程及网络编程有较深刻的理解
2. 软件知识结构全面，基础扎实
3. 熟悉互联网常用开源组件的使用
4. 熟悉Mysql、NoSQL数据库设计
5. 有QT经验优先
6. 有物联网相关经验优先
                            "
C++开发工程师,高新兴科技集团,广州,6-12K,经验不限,本科,"岗位需求
1).计算机相关专业。c/c++相关开发经验，熟悉常见数据结构和算法；
2).精通TCP/UDP socket编程,熟悉网络编程算法；
3).了解http,rtp/rtcp,rtsp,sdp,webrtc,rtmp或其他种流媒体网络传输协议优先。
岗位职责
负责平台各种核心组件的开发和完成各种核心后台服务的开发。
                            "
c++转erlang,方块游戏,广州,4-7K,应届生,大专,"岗位职责：
1.根据策划给出的文档负责游戏功能系统的服务端（erlang语言）开发工作；
2.处理所负责模板出现的bug；
3.上级交代的其他工作；
岗位要求：
1.大专以上学历，计算机等相关专业2019届毕业生，；
2.熟悉使用C/C++编程语言；
3.熟悉面向对象编程，了解设计模式；
4.热爱游戏制作，喜欢玩游戏；
5.具备良好的沟通能力和团队合作精神，有责任感。
                            "
C++开发（界面）,天行客科技,广州,8-13K,1-3年,大专,"任职要求：
1.大专以上学历，2年或以上Windows环境下C/C++开发工作经验。
2.熟练使用VC，精通MFC\Win32 SDK开发。
3.熟练Window界面开发,有使用过界面库经验.
4.熟悉Windows系统，TCP/IP协议，SOCKET编程规范，熟悉Oracle、MySQL、SQL Server等数据库开发技术。
5.具备良好的英文阅读能力，能独立阅读英文技术文档。
6.具备规范编码和文档撰写能力，有良好的沟通和团队协作能力。
7.具备独立解决技术问题的能力，有较强的创新精神。
8.能承受一定的工作压力。
9.具备项目设计、模块设计能力和项目规划能力者优先。
（上述职位应聘者最好能提供一段自己编写的代码样例）。
劳逸结合的工作时间：
大小周轮休制，每天工作7小时，上午09：30-12：30，下午14：00-18：00。
完善的薪资待遇：
五险一金、全勤奖、绩效奖、年终奖，带薪年假、婚假、产假、带薪病假、等假期，健全的薪酬考勤机制。
愉快的工作氛围：
小伙伴们都是80后90后居多，同事之间的愉悦相处让你工作更加轻松。
舒适的工作环境：
坐落于创意园区，交通便利，双地铁还有BRT，周边临近步行街。公司内部还设有健身器材和设备完善的茶水间。
丰富的员工活动：
公司定期组织各种精彩的团队活动，集体旅游、户外拓展、生日聚会、看电影等，适当缓解工作压力，增进同事感情。
令人心动的其他福利：
多样的下午茶，节假日福利品，年度健康体检等。
还等什么，快到碗里来！
                            "
高级C++服务端开发工程师,游爱,广州,15-20K,3-5年,大专,"岗位职责：
1、负责游戏服务器端的模块和功能开发；
2、负责游戏程序开发，编写核心代码，对单独功能模块、游戏进行整合；
3、负责游戏架构设计、模块划分、编写游戏逻辑、算法、核心代码、技术文档； 
4、能够完成具体技术难点的解决方案。
 任职要求：
1、大专以上学历，4年以上游戏开发相关工作经验；
2、具有良好的编程基础，熟悉LINUX/UNIX操作和开发环境；
3、熟悉TCP/IP协议；熟悉mysql使用，熟悉LUA脚本语言；
4、熟悉面向对象系统设计与开发，熟练使用C/C++，熟悉常用数据结构和算法；
5、热爱游戏开发，具有良好的团队合作意识； 
6、有较好的软件开发感觉和丰富的开发实战经验 ；
7、了解网络游戏体系架构；
8、熟悉skynet框架优先。
                            "
C++ 高级开发工程师,广东瀚阳科技,广州,12-20K,3-5年,本科,"岗位职责
1.	负责系统分析、架构设计和技术研究等关键性工作；
2.	负责核心组件、通用组件的开发和持续优化；
3.	负责图像处理、网络通信和大数据存储平台的研发；
4.	为项目和项目组成员提供技术支持和指导。
岗位要求
1.	有Linux平台3年以上的C/C++开发经验，有良好的编码习惯；
2.	有基本的shell脚本语言编写能力。
3.	有基于C++下OpenGL\OSG\OGRE的项目开发经验；
4.	精通STL的使用，精通网络编程，了解Qt相关技术；
5.	掌握MYSQL/SQL SERVER/ORACLE中的一种数据库开发；
6.	有视频编解码技术和GIS技术经验。
7.	掌握多线程编程，有多线程性能优化经验；
8.	有项目开发管理以及技术方案编制能力；
9.	有大数据或海量数据处理、存储、计算相关经验者优先考虑；
10.	有视频编解码技术和GIS技术经验者优先考虑。
11.	有Node.js开发经验者优先考虑。
12.	有工程师相关资质证书者优先考虑。
                            "
C++服务器开发,广州库洛科技有限...,广州,15-30K,3-5年,学历不限,"岗位职责：
1、使用 C++ 和 C# 进行游戏服务端开发。
2、负责游戏重要功能模块的设计、实现以及性能优化。
岗位需求：
1、三年以上 C++ 或 C# 游戏开发经验, 参加过一款(含)以上商业化项目。
2、精通 C++ 或 C# 开发语言，熟悉常用算法和数据结构。
3、精通网络编程熟悉。
4、熟悉分布式游戏服务器开发。
5、熟悉 redis 或 mysql 等数据库。
6、熟悉 messagepack 或 protobuf 等常用开源库优先。
7、有大型 ARPG ， MOBA ， ACT 开发经验者优先。
8、良好的沟通能力，高度的工作责任心和敬业精神。
9、思维严谨，逻辑清晰，口头表达能力强。
                            "
C++,为一智能,广州,13-20K,3-5年,本科,"新能源行业信息化系统集成
                            "
C++图像开发工程师,星舆科技,广州,12-18K,3-5年,本科,"岗位职责：
1.参与产品设计、技术文档编写、代码编写
2.算法移植、算法优化和产品化
岗位要求：
1.计算机、电子信息、图像处理等相关专业
2.丰富的Linux上C/C++项目开发经验，2年以上C/C++开发经验
3.熟悉OpenCV，具有图像视觉处理相关经验
4.熟悉多线程编程技术，对数据结构有较好的理解
5.熟悉数据库原理与应用
6.具备ROS开发经验者优先
7.具备嵌入式系统图像算法开发或移植经验者优先
                            "
高级C++开发,天行客科技,广州,14-20K,3-5年,学历不限,"任职要求：
1、大专或以上学历。3年以上Windows环境下C++开发工作经验
2、熟悉使用Visual Studio 2013/2015开发环境
3、熟练掌握Visual C++开发，包括Win32API、GDI/GDI+、多线程、MFC等
4、熟悉TCP/IP协议，SOCKET编程规范
5、熟悉掌握MySQL、SQL Server、Oracle、SQLite等至少一到两种数据库开发
6、能够独立解决程序中的bug以及独立完成负责的工作
7、能承受一定的工作压力
优先考虑：
1、有参与开发过即时通讯项目经验者优先考虑
2、具有开源Duilib界面库开发经验优先考虑
劳逸结合的工作时间：
大小周轮休制，每天工作7小时，上午09：30-12：30，下午14：00-18：00。
完善的薪资待遇：
六险一金、全勤奖、绩效奖、年终奖，带薪年假、婚假、产假、带薪病假、等假期，健全的薪酬考勤机制。
愉快的工作氛围：
小伙伴们都是80后90后居多，同事之间的愉悦相处让你工作更加轻松。
舒适的工作环境：
坐落于创意园区，交通便利，双地铁还有BRT，周边临近步行街。公司内部还设有健身器材和设备完善的茶水间。
丰富的员工活动：
公司定期组织各种精彩的团队活动，集体旅游、户外拓展、生日聚会、看电影等，适当缓解工作压力，增进同事感情。
令人心动的其他福利：
多样的下午茶，节假日福利品等。
                            "
C++,聚图,广州,10-20K,3-5年,本科,"熟练使用QT和open CV，可以看懂英文资料，工作内容是：将图片文件，按不同算法，以最省料的方式，排在一个版面里面，可以英语交流
有意者，电话联系*****
                            "
c++服务端主程,游雁游戏,广州,20-22K·13薪,3-5年,学历不限,"职位描述：
职位描述：
1、负责ARPG游戏服务器端功能开发；
2、负责数据库维护；
3、负责对策划提出的设计需求的技术可行性进行评估和更正；
4、负责研究及优化游戏和架构的方法；
5、负责对游戏上线运营期间产生的各种故障和问题及时解决。
任职条件：
1、3年以上c++服务端开发经验，c++基础扎实，熟悉面向对象思想，精通编程，调试和相关技术；
2、编程风格严谨，有高并发多线程服务端程序开发经验；
3、精通Linux操作系统，熟悉MySQL数据库；
4、具备良好的分析解决问题能力，能独立承担复杂系统开发工作；
5、富有团队精神,善于学习，有责任感和较好的沟通能力。
工作地址
                            "
C++工程师,博智林机器人,广州,15-30K,3-5年,本科,"工作内容：
1、精通C++，使用C++开发项目所需应用软件；
2、配合项目经理保质保量的完成开发任务；
3、编写和维护开发文档；
4、验证和修改测试中发现的问题，优化、升级和维护上位机应用软件；
任职资格：
1、具有通信、电子、计算机等相关专业本科及以上学历；
2、具有3年以上C++开发项目经验；
3、有建筑机器人研发项目经验者优先；
4、有Modbus、RTU/TCP、OPC、PLC等协议制订经验者优先；
5、有Protocol Buffers相关的编程经验者优先。
                            "
C++服务器开发工程师,龙辰网络,广州,8-16K,经验不限,大专,"岗位描述:
1. 负责游戏服务端各项系统功能开发及优化
2. 参与服务端架构设计及优化
岗位要求:
1.熟悉c/c++编程语言
2.熟悉常用数据结构和算法
3.熟悉TCP/IP，能熟练进行Socket网络编程，多线程编程
4.有团队精神，有责任心，有良好的的代码风格和编程习惯
5.1-2年实际项目工作经验
福利制度：
周末双休、五险一金、包餐、全勤奖、节日活动、员工生日会、带薪年假、绩效奖金等等
（能力强者薪资面谈！！！！！）
                            "
C++软件工程师,禾信仪器,广州,10-15K·14薪,1-3年,本科,"岗位职责：
一、主要工作职责：
1、 负责软件需求分析和模块划分，软件源代码编写、软件模块测试；
2、 仪器样机制作，并进行软件联合测试；
3、 负责软件相关文档和文件的编制，如软件设计说明文档、软件生产工艺文件、软件部分BOM单；
4、 负责注册报批资料软件部分技术资料撰写；
5、 完成上级主管交办的其他任务。
二、部分工作职责：
1、协助产品的持续改进和升级；
2、协助技术支持解决市场使用中出现的深层次的技术问题；
3、对技术支持部门进行技术培训；
4、协助其它研发平台（部门）解决研发设备、工具软件方面出现的技术问题。
任职要求：
1、本科及以上学历，计算机相关专业，1年以上仪器开发相关经验优先；
2、熟悉C++语言开发，掌握MFC的面向对象编程工具优先；
3、较强的逻辑能力，可独立完成整个设计过程。
                            "
讲师（Python/c++）,小码教育,广州,10-15K·13薪,1年以内,本科,"岗位职责：
1.、主要负责讲授青少年编程课程；
2、按照公司课程要求制定教学计划，高质量完成教学任务；
3、负责班级日常管理和维护工作；
4、负责学生辅导和教学答疑等工作；
5、参与优化和创新教学课程体系；
6、配合其他部门完成相关工作。""
任职资格：
1、本科计算机相关专业,熟悉Scratch、Python（最主要）、C++；
2、具备独立工作能力和学习能力；
3、形象较好，亲和力强，有较强的沟通表达能力；
4、吃苦耐劳，责任心强，有团队协作能力；
5、有教育培训行业经验者或者相关教师资格证书者优先。
薪资待遇：
基本+岗位+岗级+课时费+体验课转化奖金+续费奖金+餐补，正常购买五险一金，待遇优厚
晋升发展：
1-管理线：讲师-校区教学主管-城市教学经理-区域教学总监
2-专业线：初级讲师-中级讲师-高级讲师-资深讲师-金牌讲师
工作地点：
番禺区市桥街捷进二路1号骏和广场2楼（3号线市桥B出口）
工作时间：
1-工作：三-五，12:30-20:30，六日集中授课，根据排课表灵活安排
2-休息：双休，休周一周二
行业前景：
少儿编程教育行业，蓝海市场，未来增量比较大，加上国家政策扶持，综合前景明朗
公司平台：
集团化培养与成长，快速上升阶段；目前全国50家左右的直营校区，预计年底全国是100家，人数目前是在1200人出头的规模，广州目前3家校区，到今年年底的筹划是5-6家校区
公司福利:
有竞争力的薪酬体系：高额基本工资+高额绩效；
完善的社会保障体系：五险一金+餐补；
全方位的培训体系：全员技能培训和管理培训；
公平职位晋升机制：年度评级加薪，晋升空间大；
免费子女学习福利：正式员工子女免费上小码王课程；
诱人的节假日福利：节日福利+生日礼品+结婚生子大礼包；
各种高大上的团建活动：团建旅游，优秀员工海外游。
                            "
C++开发工程师,柏视医疗,广州,15-25K,3-5年,本科,"工作职责：
1、按照约定的接口规范改写算法程序代码为C++并嵌入公司现有的算法服务；
2、 对原有算法程序进行效率优化，视具体情况，与算法组同事一起对模型进行修改；
3、 配合平台组或公司其他合作方完成算法接口的测试以及相关的开发；
4、 项目研发过程中支持产品在现场的实施和调试。
岗位要求：
1、计算机相关专业，本科及以上学历；
2、3-5年以上C++开发相关工作经验；
3、熟练使用C/C++编程语言，了解python编程语言；
4、熟练掌握Linux&amp;Windows两种平台的C++开发工具；
5、具有一定程度的图像处理经验，对计算机视觉以及图像处理算法有基本的了解；
6、掌握一种或以上的并行化编程技术，掌握程序性能优化技术，了解线程与进程；
7、了解GPU编程，有cuda程序开发经验；
8、具有良好的操作系统、数据结构、算法以及控制等知识储备；
9、具备规范的编码和一定的文档撰写能力。
                            "
c++开发工程师（初级）,9130游戏,广州,4-8K,1年以内,本科,"1、负责协助游戏服务器逻辑开发工作；
2、负责协助游戏服务器模块及工具开发；
3、负责根据文档需求进行服务端程序设计及开发；
任职要求：
1.软件和计算机科学相关专业，本科及以上学历；半年相关经验优先考虑
2.掌握常用的数据结构和算法，通晓常用的服务端中间件应用场景；
3.熟悉C++编程语言，掌握至少一种脚本编程语言，熟悉Lua优先；
4.具备计算机网络安全，编码安全的基本知识；
5.热爱游戏，对游戏行业充满兴趣，若是资深玩家有加分哦
6.可考虑优秀应届毕业生
                            "
C++游戏服务端,广州库洛科技有限...,广州,15-30K,3-5年,学历不限,"1、三年以上 C++ 或 C# 游戏开发经验, 参加过一款(含)以上商业化项目。
2、精通 C++ 或 C# 开发语言，熟悉常用算法和数据结构。
3、精通网络编程熟悉。
4、熟悉分布式游戏服务器开发。
5、熟悉 redis 或 mysql 等数据库。
6、熟悉 messagepack 或 protobuf 等常用开源库优先。
7、有大型 ARPG ， MOBA ， ACT 开发经验者优先。
8、良好的沟通能力，高度的工作责任心和敬业精神。
9、思维严谨，逻辑清晰，口头表达能力强。
                            "
C++    上位机软件工程师,五昊电子科技,广州,10-15K,3-5年,本科,"岗位职责：&nbsp;
1、根据产品的需求调研、需求分析、详细设计，撰写相关技术文档等工作；
2、根据设计文档或需求说明完成代码编写，调试，测试和维护；
3、参与数据库结构的设计和优化；
4、参与代码设计、审核和检查，分析并解决软件开发过程中的问题；
5、保质保量完成领导安排的工作任务。
岗位要求：&nbsp;
&nbsp;
1、计算机、通信、电子等相关专业本科以上学历；
2、至少精通 c++&nbsp; , C# 其中一种，对于另外一种也有一定开发经验；
3、至少2年工业控制PC端上位机开发经验；
4、熟悉串口、SOCKET编程，熟悉ACCESS、SQL SERVER数据库开发；
5、有工业自动化控制背景优先；
6、具有较强的学习能力。
                            "
C++,国交润万交通信息,广州,8-16K,1年以内,本科,"1. 计算机相关专业、本科或以上学历；
2. 2年以上Linux下C/C++语言开发工作经验熟悉gcc、gdb；多线程多进程，IPC 编程经验
3. 熟练掌TCP/IP UDP IOCP RSTP等网络协议,；
4. 熟练掌握数据编程；
5. 有网络协议分析或网络行为审计系统相关开发经验者优先；
6. 有高性能视频分发算法经验优先；
7. 诚实守信，有良好的团队合作意识。
                            "
C++开发,酷狗音乐,广州,15-30K·16薪,经验不限,本科,"三餐+六险一金+季度奖+年终奖+14天春节假
                            "
